time,temperature_position_0.00_calibrated,temperature_position_0.10_calibrated,temperature_position_0.20_calibrated,temperature_position_0.30_calibrated,temperature_position_0.40_calibrated,temperature_position_0.60_calibrated,temperature_position_0.90_calibrated,temperature_position_1.40_calibrated,temperature_position_1.90_calibrated,temperature_position_2.40_calibrated,temperature_position_2.90_calibrated,temperature_position_3.90_calibrated,temperature_position_4.90_calibrated,temperature_position_5.90_calibrated,temperature_position_7.90_calibrated,temperature_position_9.90_calibrated
1907-12-05 00:33:05,6.889079581504495,6.915879581504494,6.913759807493195,6.889079581504493,6.900145307065945,6.895060479913452,6.89195738740295,6.910354525743533,6.889079581504495,6.90640001518311,6.947988486049898,6.879825857854885,6.870154272859431,6.787955893147843,6.816442597473976,6.75023438376438
2025-06-19 00:01:12,5.200679581504495,5.415079581504494,5.514708960035568,5.6384129148378275,5.619711094164185,5.303993687312136,4.774719090483026,4.703395444733142,4.637879581504494,4.432628101592057,4.459503427222286,4.534966363154684,4.523242457401253,4.312158572212604,4.661682253831954,5.096810654950821
2025-06-19 01:01:13,4.950546248171161,5.164946248171161,5.260336078679636,5.325746248171161,5.299602540938745,5.176708343904032,4.58790394663715,4.703395444733142,4.700412914837829,4.178907905326308,4.331888808820869,4.7250901059682135,4.58667250646769,4.502604519976852,4.661682253831954,4.842437773594889
2025-06-19 02:01:13,4.637879581504494,4.852279581504495,4.94236997698472,5.013079581504494,4.915472277068217,4.858494985383768,4.27654537356069,4.388115576017372,4.387746248171162,3.8617576599941215,4.076659572018038,4.4082172012789975,4.332952310201941,4.24867658962452,4.344805732708126,4.524471671899973
2025-06-19 03:02:08,4.387746248171162,4.539612914837828,4.687997095628788,4.700412914837827,4.595363723842777,4.476638955159451,4.152001944330107,4.135891681044756,4.075079581504495,3.544607414661935,3.885237644415913,4.218093458465467,4.206092212069066,4.185194607036437,4.15467982003383,4.270098790544041
2025-06-19 04:06:42,4.637879581504494,4.78974624817116,4.878776756645737,4.950546248171161,4.851450566423129,4.7312096419756635,4.401088802791274,4.451171549760526,4.387746248171162,3.925187709060559,4.2042741904194525,4.534966363154684,4.523242457401253,4.502604519976852,4.408181036932892,4.524471671899973
2025-06-19 05:05:42,7.38934624817116,7.478679581504493,7.486098790544043,7.57694624817116,7.348297281581562,6.8314178082094,10.379173405859298,9.747873344185464,8.765079581504494,7.096690162382422,11.797343985303705,13.470782275390587,14.925770504296967,16.818109142064966,10.809086763634198,7.38616658715421
2025-06-19 06:01:10,9.015212914837827,9.104546248171161,9.457488621052516,9.828146248171159,9.65307886480473,8.74069795933098,10.316901691244006,10.945936845305392,10.641079581504494,9.126451732508414,14.030599807328485,15.498768865401573,17.20925227068871,18.341676724178956,12.330094065028565,9.548336078679636
2025-06-19 07:01:27,5.951079581504494,7.60374624817116,6.850166587154212,7.639479581504492,6.387971621905241,7.4042018535458745,9.569641115860502,7.099522446972995,7.514412914837827,9.18988178157485,8.862207762071137,8.464190381300966,9.407356235516922,7.486257701616755,8.464200507317877,6.305081841391499
2025-06-19 08:01:14,10.01574624817116,11.793479581504492,11.746844553255908,13.705212914837825,13.174272950284571,10.013551393412033,10.254629976628713,9.180369580497079,9.077746248171161,10.458482762903596,10.712619728891669,12.773661885074311,14.037749817366844,11.041248726549409,9.478205374914122,11.583319129527094
2025-06-19 09:01:20,4.325212914837827,4.101879581504495,3.9884716718999744,3.9500129148378273,3.891124906746808,3.840212238118926,3.7783716566383547,3.820611812328986,3.7624129148378285,3.7348975618612466,3.693815716813789,3.647722230024878,3.635221770471131,3.6138567637436894,3.520926777786176,3.379793705798278
2025-06-19 10:01:14,4.637879581504494,3.9142795815044944,3.7976920108830257,3.8249462481711607,3.763081485456632,3.71292689471082,3.716099942023063,3.631443891099524,3.637346248171162,3.544607414661935,3.5662010984123733,3.5209730681491913,3.508361672338256,3.4234108159794405,3.3941761693366455,3.316200485459295
2025-06-19 11:04:26,5.075612914837828,4.039346248171161,3.8612852312220083,3.887479581504494,3.82710319610172,3.776569566414873,3.7783716566383547,3.694499864842678,3.6998795815044954,3.608037463728372,3.5662010984123733,3.5843476490870345,3.5717917214046935,3.550374781155606,3.5843020820109417,3.506980146476244
2025-06-19 12:01:14,5.075612914837828,4.039346248171161,3.8612852312220083,3.8249462481711607,3.763081485456632,3.776569566414873,3.7783716566383547,3.757555838585832,3.7624129148378285,3.7348975618612466,3.693815716813789,3.7110968109627214,3.698651819537568,3.6138567637436894,3.520926777786176,3.2526072651203117
2025-06-19 13:01:01,5.450812914837828,4.60214624817116,4.306437773594889,4.262679581504493,4.14721174932716,4.158425596639189,4.152001944330107,4.072835707301602,4.075079581504495,4.052047807193433,4.012852262817329,3.964595134714094,3.9523720158033173,3.8677846940960214,3.457551473561411,2.9346411634253964
2025-06-19 14:01:17,5.388279581504495,4.7272129148378275,4.624403875289805,4.57534624817116,4.467320302552601,4.285710940047295,4.214273658945398,3.9467237598152938,3.9500129148378287,3.798327610927684,3.630008407613081,3.5209730681491913,3.508361672338256,3.486892798567523,3.520926777786176,3.379793705798278
2025-06-19 15:00:55,5.575879581504495,4.7272129148378275,4.624403875289805,4.637879581504494,4.659385434487865,4.6039242985675575,4.525632232021858,4.388115576017372,4.262679581504495,3.9886177581269955,3.885237644415913,3.647722230024878,3.698651819537568,3.6773387463317726,3.5843020820109417,3.443386926137261
